BIC,Name
DEUTDEDBFRA,DB Privat- und Firmenkundenbank (Deutsche Bank PGK)
DEUTDEDBFRE,DB Privat- und Firmenkundenbank (Deutsche Bank PGK)
DEUTDEDBHAM,DB Privat- und Firmenkundenbank (Deutsche Bank PGK)
DEUTDEDBHAN,DB Privat- und Firmenkundenbank (Deutsche Bank PGK)
DEUTDEDBKOE,DB Privat- und Firmenkundenbank (Deutsche Bank PGK)
DEUTDEDBLEG,DB Privat- und Firmenkundenbank (Deutsche Bank PGK)
DEUTDEDBMAG,DB Privat- und Firmenkundenbank (Deutsche Bank PGK)
DEUTDEDBMAI,DB Privat- und Firmenkundenbank (Deutsche Bank PGK)
DEUTDEDBMAN,DB Privat- und Firmenkundenbank (Deutsche Bank PGK)
DEUTDEDBMUC,DB Privat- und Firmenkundenbank (Deutsche Bank PGK)
DEUTDEDBPAL,DB Privat- und Firmenkundenbank (Deutsche Bank PGK) intern
DEUTDEDBROS,DB Privat- und Firmenkundenbank (Deutsche Bank PGK)
DEUTDEDBSTG,DB Privat- und Firmenkundenbank (Deutsche Bank PGK)
DEUTDEDBWUP,DB Privat- und Firmenkundenbank (Deutsche Bank PGK)
DEUTDEDBXXX,DB Privat- und Firmenkundenbank (Deutsche Bank PGK) F 950
DEUTDEDD300,Deutsche Bank
DEUTDEDD301,Deutsche Bank
DEUTDEDD302,Deutsche Bank
DEUTDEDD303,Deutsche Bank
DEUTDEDD304,Deutsche Bank
DEUTDEDD305,Deutsche Bank
DEUTDEDD306,Deutsche Bank
DEUTDEDD307,Deutsche Bank
DEUTDEDD310,Deutsche Bank
DEUTDEDD314,Deutsche Bank
DEUTDEDD315,Deutsche Bank
DEUTDEDD316,Deutsche Bank
DEUTDEDD317,Deutsche Bank
DEUTDEDD318,Deutsche Bank
DEUTDEDD319,Deutsche Bank
DEUTDEDD320,Deutsche Bank
DEUTDEDD321,Deutsche Bank
DEUTDEDD322,Deutsche Bank
DEUTDEDD323,Deutsche Bank
DEUTDEDD324,Deutsche Bank
DEUTDEDD325,Deutsche Bank
DEUTDEDD326,Deutsche Bank
DEUTDEDD327,Deutsche Bank
DEUTDEDD328,Deutsche Bank
DEUTDEDD329,Deutsche Bank
DEUTDEDD331,Deutsche Bank
DEUTDEDDXXX,Deutsche Bank
DEUTDEDE350,Deutsche Bank
DEUTDEDE351,Deutsche Bank
DEUTDEDE352,Deutsche Bank
DEUTDEDE354,Deutsche Bank
DEUTDEDE356,Deutsche Bank
DEUTDEDE362,Deutsche Bank
DEUTDEDE365,Deutsche Bank
DEUTDEDE384,Deutsche Bank
DEUTDEDE410,Deutsche Bank
DEUTDEDE412,Deutsche Bank
DEUTDEDE420,Deutsche Bank
DEUTDEDE421,Deutsche Bank
DEUTDEDE422,Deutsche Bank
DEUTDEDE423,Deutsche Bank
DEUTDEDE424,Deutsche Bank
DEUTDEDE425,Deutsche Bank
DEUTDEDE426,Deutsche Bank
DEUTDEDE430,Deutsche Bank
DEUTDEDE431,Deutsche Bank
DEUTDEDE432,Deutsche Bank
DEUTDEDE433,Deutsche Bank
DEUTDEDE434,Deutsche Bank
DEUTDEDE440,Deutsche Bank
DEUTDEDE441,Deutsche Bank
DEUTDEDE442,Deutsche Bank
DEUTDEDE443,Deutsche Bank
DEUTDEDE444,Deutsche Bank
DEUTDEDE447,Deutsche Bank
DEUTDEDE448,Deutsche Bank
DEUTDEDEXXX,Deutsche Bank
DEUTDEDK351,Deutsche Bank
DEUTDEDK352,Deutsche Bank
DEUTDEDK353,Deutsche Bank
DEUTDEDK354,Deutsche Bank
DEUTDEDK355,Deutsche Bank
DEUTDEDK356,Deutsche Bank
DEUTDEDK357,Deutsche Bank
DEUTDEDK358,Deutsche Bank
DEUTDEDK360,Deutsche Bank
DEUTDEDK370,Deutsche Bank
DEUTDEDK371,Deutsche Bank
DEUTDEDK372,Deutsche Bank
DEUTDEDK373,Deutsche Bank
DEUTDEDK375,Deutsche Bank
DEUTDEDK377,Deutsche Bank
DEUTDEDK378,Deutsche Bank
DEUTDEDK379,Deutsche Bank
DEUTDEDK380,Deutsche Bank
DEUTDEDK384,Deutsche Bank
DEUTDEDK385,Deutsche Bank
DEUTDEDK386,Deutsche Bank
DEUTDEDK387,Deutsche Bank
DEUTDEDK388,Deutsche Bank
DEUTDEDK389,Deutsche Bank
DEUTDEDK390,Deutsche Bank
DEUTDEDK391,Deutsche Bank
DEUTDEDK392,Deutsche Bank
DEUTDEDK393,Deutsche Bank
DEUTDEDK394,Deutsche Bank
DEUTDEDK395,Deutsche Bank
DEUTDEDK396,Deutsche Bank
DEUTDEDK397,Deutsche Bank
DEUTDEDK398,Deutsche Bank
DEUTDEDK399,Deutsche Bank
DEUTDEDK400,Deutsche Bank
DEUTDEDK401,Deutsche Bank
DEUTDEDK402,Deutsche Bank
DEUTDEDK460,Deutsche Bank
DEUTDEDK461,Deutsche Bank
DEUTDEDK462,Deutsche Bank
DEUTDEDK463,Deutsche Bank
DEUTDEDK464,Deutsche Bank
DEUTDEDK465,Deutsche Bank
DEUTDEDK466,Deutsche Bank
DEUTDEDK467,Deutsche Bank
DEUTDEDK468,Deutsche Bank
DEUTDEDK469,Deutsche Bank
DEUTDEDK470,Deutsche Bank
DEUTDEDK471,Deutsche Bank
DEUTDEDK472,Deutsche Bank
DEUTDEDK473,Deutsche Bank
DEUTDEDK474,Deutsche Bank
DEUTDEDK475,Deutsche Bank
DEUTDEDK516,Deutsche Bank
DEUTDEDKXXX,Deutsche Bank
DEUTDEDW330,Deutsche Bank
DEUTDEDW331,Deutsche Bank
DEUTDEDW332,Deutsche Bank
DEUTDEDW333,Deutsche Bank
DEUTDEDW334,Deutsche Bank
DEUTDEDW335,Deutsche Bank
DEUTDEDW340,Deutsche Bank
DEUTDEDW341,Deutsche Bank
DEUTDEDW342,Deutsche Bank
DEUTDEDW343,Deutsche Bank
DEUTDEDW344,Deutsche Bank
DEUTDEDW345,Deutsche Bank
DEUTDEDW346,Deutsche Bank
DEUTDEDW384,Deutsche Bank
DEUTDEDW385,Deutsche Bank
DEUTDEDW387,Deutsche Bank
DEUTDEDW388,Deutsche Bank
DEUTDEDW389,Deutsche Bank
DEUTDEDW443,Deutsche Bank
DEUTDEDW444,Deutsche Bank
DEUTDEDW445,Deutsche Bank
DEUTDEDW446,Deutsche Bank
DEUTDEDW447,Deutsche Bank
DEUTDEDW448,Deutsche Bank
DEUTDEDW449,Deutsche Bank
DEUTDEDW450,Deutsche Bank
DEUTDEDW451,Deutsche Bank
DEUTDEDW453,Deutsche Bank
DEUTDEDW454,Deutsche Bank
DEUTDEDW456,Deutsche Bank
DEUTDEDW466,Deutsche Bank
DEUTDEDW467,Deutsche Bank
DEUTDEDW468,Deutsche Bank
DEUTDEDWXXX,Deutsche Bank
DEUTDEFF500,Deutsche Bank
DEUTDEFF502,Deutsche Bank
DEUTDEFF503,Deutsche Bank
DEUTDEFF504,Deutsche Bank
DEUTDEFF505,Deutsche Bank
DEUTDEFF506,Deutsche Bank
DEUTDEFF507,Deutsche Bank
DEUTDEFF508,Deutsche Bank
DEUTDEFF509,Deutsche Bank
DEUTDEFF510,Deutsche Bank
DEUTDEFF511,Deutsche Bank
DEUTDEFF512,Deutsche Bank
DEUTDEFF513,Deutsche Bank
DEUTDEFF514,Deutsche Bank
DEUTDEFF515,Deutsche Bank
DEUTDEFF519,Deutsche Bank
DEUTDEFF520,Deutsche Bank
DEUTDEFF521,Deutsche Bank
DEUTDEFF522,Deutsche Bank
DEUTDEFF523,Deutsche Bank
DEUTDEFF524,Deutsche Bank
DEUTDEFF530,Deutsche Bank
DEUTDEFF531,Deutsche Bank
DEUTDEFF532,Deutsche Bank
DEUTDEFF533,Deutsche Bank
DEUTDEFF534,Deutsche Bank
DEUTDEFF540,Deutsche Bank
DEUTDEFF541,Deutsche Bank
DEUTDEFF542,Deutsche Bank
DEUTDEFF543,Deutsche Bank
DEUTDEFF544,Deutsche Bank
DEUTDEFF545,Deutsche Bank
DEUTDEFF546,Deutsche Bank
DEUTDEFF547,Deutsche Bank
DEUTDEFF548,Deutsche Bank
DEUTDEFF549,Deutsche Bank
DEUTDEFF550,Deutsche Bank
DEUTDEFF551,Deutsche Bank
DEUTDEFF552,Deutsche Bank
DEUTDEFF795,Deutsche Bank
DEUTDEFF796,Deutsche Bank
DEUTDEFFSIP,Deutsche Bank GF F-SIP
DEUTDEFFVAC,Deutsche Bank (Gf intern)
DEUTDEFFXXX,Deutsche Bank Filiale
DEUTDEHB280,Deutsche Bank
DEUTDEHB281,Deutsche Bank
DEUTDEHB282,Deutsche Bank
DEUTDEHB283,Deutsche Bank
DEUTDEHB284,Deutsche Bank
DEUTDEHB285,Deutsche Bank
DEUTDEHB286,Deutsche Bank
DEUTDEHB287,Deutsche Bank
DEUTDEHB288,Deutsche Bank
DEUTDEHB289,Deutsche Bank
DEUTDEHB290,Deutsche Bank
DEUTDEHB291,Deutsche Bank
DEUTDEHB292,Deutsche Bank
DEUTDEHB293,Deutsche Bank
DEUTDEHB294,Deutsche Bank
DEUTDEHB295,Deutsche Bank
DEUTDEHB296,Deutsche Bank
DEUTDEHB297,Deutsche Bank
DEUTDEHB298,Deutsche Bank
DEUTDEHBXXX,Deutsche Bank
DEUTDEHH200,Deutsche Bank
DEUTDEHH201,Deutsche Bank
DEUTDEHH202,Deutsche Bank
DEUTDEHH203,Deutsche Bank
DEUTDEHH204,Deutsche Bank
DEUTDEHH205,Deutsche Bank
DEUTDEHH206,Deutsche Bank
DEUTDEHH207,Deutsche Bank
DEUTDEHH209,Deutsche Bank
DEUTDEHH210,Deutsche Bank
DEUTDEHH211,Deutsche Bank
DEUTDEHH212,Deutsche Bank
DEUTDEHH213,Deutsche Bank
DEUTDEHH214,Deutsche Bank
DEUTDEHH215,Deutsche Bank
DEUTDEHH216,Deutsche Bank
DEUTDEHH217,Deutsche Bank
DEUTDEHH219,Deutsche Bank
DEUTDEHH221,Deutsche Bank
DEUTDEHH222,Deutsche Bank
DEUTDEHH241,Deutsche Bank
DEUTDEHHXXX,Deutsche Bank
DEUTDEMM700,Deutsche Bank
DEUTDEMM701,Deutsche Bank
DEUTDEMM702,Deutsche Bank
DEUTDEMM703,Deutsche Bank
DEUTDEMM704,Deutsche Bank
DEUTDEMM705,Deutsche Bank
DEUTDEMM706,Deutsche Bank
DEUTDEMM707,Deutsche Bank
DEUTDEMM708,Deutsche Bank
DEUTDEMM709,Deutsche Bank
DEUTDEMM710,Deutsche Bank
DEUTDEMM711,Deutsche Bank
DEUTDEMM712,Deutsche Bank
DEUTDEMM713,Deutsche Bank
DEUTDEMM714,Deutsche Bank
DEUTDEMM715,Deutsche Bank
DEUTDEMM716,Deutsche Bank
DEUTDEMM717,Deutsche Bank
DEUTDEMM720,Deutsche Bank
DEUTDEMM721,Deutsche Bank
DEUTDEMM722,Deutsche Bank
DEUTDEMM723,Deutsche Bank
DEUTDEMM724,Deutsche Bank
DEUTDEMM725,Deutsche Bank
DEUTDEMM726,Deutsche Bank
DEUTDEMM727,Deutsche Bank
DEUTDEMM728,Deutsche Bank
DEUTDEMM729,Deutsche Bank
DEUTDEMM733,Deutsche Bank
DEUTDEMM734,Deutsche Bank
DEUTDEMM735,Deutsche Bank
DEUTDEMM736,Deutsche Bank
DEUTDEMM737,Deutsche Bank
DEUTDEMM741,Deutsche Bank
DUISDE33XXX,Spk Duisburg
WELADED1OBH,St Spk Oberhausen
GENODED1FHH,VB Rhein-Erft-Köln
GENODEF1SFO,Raiffbk Kempten-Oberallgäu
GENODEF1INP,VR Bank Bayern Mitte
GENODEF1BDS,VR Bank Nord
OBKLDEMXXXX,Oberbank München
GENODEF1CH1,Volksbank Chemnitz
NTSBDEB1XXX,N26 Bank Berlin
WELADED1PMB,Mittelbrandenbg Sparkasse
GENODEM1GLS,GLS Gemeinschaftsbk Bochum
GENODEF1VBD,VB Darmstadt - Südhessen
GENODEF1SHR,Volksbank Syke
GENODEF1LSR,VR Bk Main-Kinzig-Büdingen
GENODES1VLS,VBU Volksbank im Unterland
GENODEF1KEV,Allgäuer Volksbank
WELADED1MST,Spk Münsterland Ost
PZHSDE66XXX,Sparkasse Pforzheim Calw
SPESDE3EXXX,Sparkasse Essen
GENODES1LBG,Volksbank Ludwigsburg
DRESDEFF300,Commerzbank Düsseldorf
DRESDEFF150,Commerzbank Neubrandenbg
GENODEF1HSB,Raiffeisenbank Hersbruck
GENODEF1SPM,Volksbank Spree-Neiße
SOLADES1REU,Kr Spk Reutlingen
HELADEF1KAS,Kasseler Sparkasse
HYVEDEMMXXX,UniCredit Bank-HypoVereinsbank
GENODEF1NST,Raiff-VB Neustadt
SOLADES1HDB,Spk Heidelberg
DORTDE33XXX,Sparkasse Dortmund
GENODEF1OYT,Volksbank Oyten
GENODED1HBO,VR-Bank Bonn
GENODES1SHA,VR Bk Schwäb. Hall-Crailsh.
DRESDEFF200,Commerzbank Hamburg
WELADE8LXXX,St u Kr Spk Leipzig
GENODEF1DSS,VR-Bank Landsberg-Ammersee
GENODES1VGP,Volksbank Göppingen
HYVEDEMM300,UniCredit Bank-HypoVereinsbank
GENODED1NRH,Volksbank Niederrhein
GENODEM1LPS,Volksbank Beckum-Lippstadt
GENODED1MBU,Volksbank Meerbusch
HELADEF1822,Frankfurter Spk Frankfurt
MALADE51BKS,Spk Mittelmosel EMH
GENODED1RLW,Volksbank Rhein-Lippe
GENODEF1HUE,VR-Bank NordRhön Hünfeld
SAKSDE55XXX,Sparkasse Saarbrücken
HYVEDEMM488,UniCredit Bank-HypoVereinsbank
GENODEF1GZ2,VR-Bank Donau-Mindel
DEUTDESS640,Deutsche Bank Reutlingen
HASPDEHHXXX,Haspa Hamburg
GENODEF1UPL,RVB Aurich
SOLADEST600,LBBW/BW-Bank Stuttgart
GENODEF1S12,Sparda-Bank Hessen
SOLADES1LBG,Kreissparkasse Ludwigsburg
GENODED1BRS,Volksbank Köln Bonn
HYVEDEMM429,UniCredit Bank-HypoVereinsbank
SOLADES1MGL,Sparkasse Markgräflerland
GENODEF1ALK,Raiffbk Obermain Nord
SBREDE22XXX,Spk Bremen
VOHADE2HXXX,Hannoversche Volksbank
HYVEDEMM412,UniCredit Bank-HypoVereinsbank
WELADED1GTL,Spk Gütersloh-Rietberg
MALADE51DKH,Spk Rhein-Haardt
WELADED1LUN,Sparkasse an der Lippe
GENODE61SUW,VR Bank Südpfalz
WELADED1STF,Kr Spk Steinfurt
GENODES1ESS,Volksbank Esslingen
GREBDEH1XXX,GRENKE BANK
GENODEF1N02,VR Bank Nürnberg
ESSLDE66XXX,Kr Spk Esslingen-Nürtingen
SLZODE22XXX,Landessparkasse Oldenburg
NOLADE21ROS,Ostseesparkasse Rostock
NOLADE21EMS,Spk Emsland
GENODEF1MRI,Raiffbk Kissing-Mering
GENODEF1MIW,Volksbank Mittweida
GENODE51ULR,Volksbank Ulrichstein
NOLADE21KIE,Förde Sparkasse
NOLADE21LBG,Spk Lüneburg
NOLADE2HXXX,Nord LB Hannover
GENODE61SPE,VerVR Bank Kur-u Rheinpfalz
GENODED1VRR,VB Rhein-Ruhr Duisburg
NOLADE21BEB,Kr Spk Bersenbrück
WELADED1MIN,Sparkasse Minden-Lübbecke
GENODEF1BA2,VR Bank Bamberg -alt-
GENODED1RBC,"Raiffbk Voreifel, Rheinbach"
WELADED1BLO,St Spk Blomberg
DRESDEFF120,Commerzbank Fil II Berlin
GENODEF1TAV,VR-Bank Taufkirchen-Dorfen
DRESDEFF160,Commerzbank Potsdam
SPKHDE2HXXX,Sparkasse Hannover
FLESDEMMXXX,FLESSABANK Schweinfurt
NASSDE55XXX,Nass Spk Wiesbaden
GENODEF1DGV,VR GenoBank DonauWald
TRISDE55XXX,Sparkasse Trier
HEISDE66XXX,Kr Spk Heilbronn
MALADE51KRE,Sparkasse Rhein-Nahe
WLAHDE44XXX,Sparkasse Herford
GENODEF1HLU,Volksbank Lübeck
GENODE51BHE,VR-Bankverein Bad Hersfeld
MALADE51KAD,Spk Kandel Pfalz
TRODDEF1XXX,Triodos Bank Deutschland
WUPSDE33XXX,St Spk Wuppertal
GENODEF1VRR,VB RB Rosenheim-Chiemsee
GOPSDE6GXXX,Kr Spk Göppingen
GENODEF1HH2,Hamburger Volksbank
HYVEDEMM460,UniCredit Bank-HypoVereinsbank
GENODEF1MD1,VB Magdeburg
HELADEF1RRS,Rhön-Rennsteig-Sparkasse
HELADEF1JEN,Spk Jena-Saale-Holzland
HYVEDEMM452,UniCredit Bank-HypoVereinsbank
WELADED1VEL,Sparkasse HRV
SPKRDE33XXX,Sparkasse Krefeld
MALADE51MYN,Kr Spk Mayen
WELADED1WBB,Weberbank
GENODEF1FW1,VR Bank Fürstenwalde
GENODED1WIL,Volksbank Oberberg
GENODEF1WU1,VR-Bank Würzburg
GENODE51OBH,Ver VB Maingau -alt-
DRESDEFF600,Commerzbank Stuttgart
NORSDE51XXX,norisbank Berlin
MVBMDE55XXX,Mainzer Volksbank Mainz
GENODEF1ENA,Raiffeisenbank Essenbach
NOLADE21STK,Kreissparkasse Stade
HYVEDEMM418,UniCredit Bank-HypoVereinsbank
DUSSDEDDXXX,St Spk Düsseldorf
GENODE51DIE,VB Rhein-Lahn-Limburg
WELADED1WES,NISPA
GENODE61BTT,VB Bruchsal-Bretten
NOLADE21DES,St Spk Dessau
OLBODEH2XXX,Oldb Landesbank Oldenburg
KARSDE66XXX,Spk Karlsruhe
GENODEF1HHS,Raiffbk Isar-Loisachtal
HYVEDEMM495,UniCredit Bank-HypoVereinsbank
SBCRDE66XXX,Kr Spk Biberach
WELADED1LOS,Sparkasse Oder-Spree
GENODE61DUR,Rb Südhardt Durmersheim
DRESDEFF342,Commerzbank Solingen
GENODEF1BPL,Raiffeisenbank Plankstetten
MALADE51AHR,Kr Spk Ahrweiler
WELADEDLLEV,Sparkasse Leverkusen
WELADED1BOC,Sparkasse Bochum
GENODEM1SNS,VB Siegerland Siegen-alt-
HELADEF1WEM,Spk Mittelthüringen
GENODEF1LVB,Leipziger Volksbank
GENODEF1R01,VB RB Regensburg-Schwandorf
DRESDEFF700,Commerzbank München
GENODEF1STH,VR-Bank Starnberg-Hg-Lbg
GENODEF1M01,Münchner Bank
GENODEM1WLW,Volksbank Waltrop
VBMHDE5FXXX,VB Mittelhessen
HELADEF1GEL,Kreissparkasse Gelnhausen
GENODE61KA1,Volksbank Karlsruhe
DRESDEFF733,Commerzbank Kempten
NOLADE21RZB,Kr Spk Herzogtum Lauenburg
GENODED1VSN,Volksbank Viersen
GENODES1DGG,VB-Raiffbk Deggingen
DRESDEFF870,Commerzbank Chemnitz
GENODEF1GMV,VR-Bank Muldental Grimma
GENODEF1ESN,Volksbank Eisenberg
GENODEM1IBB,VR-Bank Kreis Steinfurt
NOLADE21DUD,Sparkasse Duderstadt
HELADEF1LIM,Kr Spk Limburg
WIREDEMMXXX,Wirecard Bank
GENODEF1WEV,VR Nordoberpfalz
DRESDEFF230,Commerzbank Lübeck
GENODEF1GR1,VB Raiffbk Niederschlesien
VOBADESSXXX,Volksbank Stuttgart
DRESDEFF800,Commerzbank Halle
DRESDEFF370,Commerzbank Köln
WELADED1HAA,St Spk Haan
MLPBDE61XXX,MLP Bank
GENODEM1GTL,VB Bielefeld-Gütersloh
GENODE61WIE,Volksbank Kraichgau
GENODEF1NU1,VR-Bank Neu-Ulm
NOLADE21WED,St Spk Wedel
GENODEF1LND,VR-Bank Landau-Mengkofen
HELADEF1OFF,Städtische Spk Offenbach
PAGMDEM1XXX,PayCenter Freising
GENODEF1NEA,VR meine Bank
SCHWDESSXXX,Schwäbische Bank Stuttgart
WELADED1BEB,Sparkasse Wittgenstein
GENODES1VBH,VB Herrenbg-Nagold-Rottenbg
HELADEF1TSK,Taunus-Sparkasse Bad Hombg
DRESDEFF445,Commerzbank Iserlohn
DRESDEFF660,Commerzbank Karlsruhe
WELADED1MOR,Sparkasse am Niederrhein
GENODES1WBB,Winterbacher Bank
OASPDE6AXXX,Kreissparkasse Ostalb
GENODEF1GBF,Vereinigte Raiffeisenbanken
GENODEF1NDS,Nordthüringer Volksbank
GENODE61NGD,Volksbank Neckartal
GENODEM1RHD,Volksbank Rhede
HYVEDEMM497,UniCredit Bank-HypoVereinsbank
GENODEF1DCA,VB Raiffbk Dachau
HYVEDEMM408,UniCredit Bank-HypoVereinsbank
LUHSDE6AXXX,Sparkasse Vorderpfalz
GENODES1VBP,Volksbank Plochingen
GENODEF1HO1,VR Bank Bayreuth-Hof
GENODES1VHL,Volksbank Hohenlohe
GENODEF1VIS,Volksbank Visbek
GENODEF1WDN,RVB Wemding
GENODEF1BRK,VR-Bank Bad Kissingen
GENODEF1KIL,Kieler Volksbank
GENODEM1DOR,Dortmunder Volksbank
GENODEF1MTG,VR-Bank HG-Bank
GENODES1HDH,Heidenheimer Volksbank
NOLADE21NOM,Kr Spk Northeim
GENODEF1ESA,VR-Bank Eisenach-Ronshausen
MALADE51KOB,Sparkasse Koblenz
GENODEF1PFK,VR-Bank Rottal-Inn
NOLADE21LWL,Spk Mecklenburg-Schwerin
NBAGDE3EXXX,National-Bank Essen
NOLADE21HOL,Spk Holstein Eutin
GENODE61HD3,Volksbank Kurpfalz
OSDDDE81XXX,Ostsächsische Spk Dresden
WELADED1ISL,Spk der Stadt Iserlohn
NOLADE21EIL,Sparkasse Mansfeld-Südharz
GENODED1HTK,Volksbank Krefeld
GENODES1RML,Raiffeisenbank Mutlangen
GENODE51KS1,VB Kassel Göttingen
GENODEF1EDE,Volksbank Oldenburg
GENODEM1GBU,VB Ruhr Mitte Gelsenkirchen
HELADEF1GER,Spk Gera-Greiz
DRESDEFFXXX,Commerzbank Frankfurt
DRESDEFF850,Commerzbank Dresden
GENODEF1RUJ,VB Gera-Jena-Rudolstadt
MALADE51KLS,St Spk Kaiserslautern
SOLADES1BND,Spk Bonndorf-Stühlingen
GENODE61MOS,Volksbank Mosbach
GENODES1TUT,VB Schwarzwald-Donau-Neckar
SALADE51WND,Kr Spk St. Wendel
HELADEF1GRG,Kr Spk Groß-Gerau
WELADED1LEM,Sparkasse Lemgo
GENODEF1HMP,VB Hameln-Stadthagen
GENODED1EMR,Volksbank Emmerich-Rees
SOLADES1TBB,Spk Tauberfranken
SABADE5SXXX,Bank 1 Saar
GENODEF1GTH,Raiffeisenbank Gotha
GENODEF1LER,Ostfriesische VB Leer
GENODEF1SLR,VR-Bank ABG-Land / Skatbank
GENODEF1SES,Volksbank Seesen
SWBSDESSXXX,Südwestbank Stuttgart
HYVEDEMM414,UniCredit Bank-HypoVereinsbank
SOLADES1SNG,Sparkasse Hegau-Bodensee
GENODEF1BOI,Raiffeisenbank Bobingen
WELADE3LXXX,Spk Paderborn-Detmold
GENODES1VBB,VR-Bank Neckar-Enz
GENODEF1ISE,VR-Bank Erding
WELADED1REK,Spk Recklinghausen
WELADED1RVW,Spk Radevormwald-Hückeswgn
GENODE61LAH,Volksbank Lahr
GENODE61AZY,Volksbank Alzey-Worms
WELADED1KSD,Kr Spk Düsseldorf
FFVBDEFFXXX,Frankfurter Volksbank
WELADED1GRL,Spk Oberlausitz-Niederschl.
GENODED1ASN,Raiffbk Neustadt
NOLADE21NIB,Sparkasse Nienburg
WIBADE5WXXX,Wiesbadener Volksbank
GENODE51RGG,Rheingauer Volksbank
GENODEF1GRR,Raiffeisenbank Garrel -alt-
GENODEF1DRS,VB Dresden-Bautzen
GENODE61EGG,Spar- u Kreditbank Hardt
WELADE3WXXX,Sparkasse Westmünsterland
WELADED1OSL,Sparkasse Niederlausitz
SOLADES1STF,Spk Staufen-Breisach
NOLADE21NOS,Nord-Ostsee Spk Schleswig
GENODEF1SGH,Volksbank Sangerhausen
NOLADE21JEL,Sparkasse Jerichower Land
GENODEF1PBG,Raiffbk Biebergrd-Petersbg
NOLADE21SHO,Spk Südholstein Neumünster
WELADED1BOH,Stadtsparkasse Bocholt
HELADEF1WET,Sparkasse Wetzlar
NOLADE21GRW,Spk Vorpommern
GENODES1AMT,VR-Bank Asperg-Markgröning
MALADE51DAU,Kreissparkasse Vulkaneifel
SOLADES1WBN,Kr Spk Waiblingen
SOLADES1RWL,Kr Spk Rottweil
WELADED1STB,Erzgebirgssparkasse
HELADEF1MAR,Spk Marburg-Biedenkopf
GENODEF1DTA,Raiffbk im Allg Land
GENODED1DUE,Volksbank Düren
HELADEF1DIL,Spk Dillenburg
GENODEF1SR2,Raiffeisenbank Straubing
HELADEF1DAS,St u Kr Spk Darmstadt
SOLADES1MEI,Spk Meißen
WELADEDRXXX,St Spk Remscheid
GENODEM1STM,Vereinigte Volksbank
WELADED1CBN,Sparkasse Spree-Neiße
DRESDEFF450,Commerzbank Hagen
GENODE51BIK,VR Bank Lahn-Dill
WELADED1RHD,Stadtsparkasse Rahden
GENODED1MRB,VB Mönchengladbach
GENODEM1MRL,VB Marl-Recklinghausen
GENODE61OG1,Voba i.d. Ortenau Offenburg
GENODE61EMM,VB Breisgau Nord
NOLADE21ELH,Spk Elmshorn
GENODEM1BOB,VR-Bank Westmünsterland
WELADED1RHN,St Spk Rheine
GENODEF1KFB,VR Bank Augsburg-Ostallgäu
GENODED1DHK,Volksbank Dünnwald-Holweide
DRESDEFF810,Commerzbank Magdeburg
GENODEM1GRN,Volksbank Gronau-Ahaus
HELADEF1NOR,Kr Spk Nordhausen
HYVEDEMM461,UniCredit Bank-HypoVereinsbank
GENODE51KRE,VB Rhein-Nahe-Hunsrück
GENODEF1SHL,VR Bank Südthüringen
GENODEF1ETK,EthikBank Zndl Vb Eisenberg
GENODEM1BUS,VB Brilon-Büren-Salzkotten
GENODEF1WOB,Volksbank Brawo
GENODE61KZT,VB Mittlerer Schwarzwald
MALADE51KLK,Kr Spk Kaiserslautern
GENODEF1SDM,Raiffbk Unteres Vilstal
GENODEM1BOC,Volksbank Bochum Witten
DOBADEF1XXX,VTB Direktbank
GENODEF1ALZ,VR-Bank
GENODEM1HLH,Volksbank Hohenlimburg
GENODEF1OHA,Volksbank im Harz
SOLADES1RVB,Kr Spk Ravensburg
WELADED1GZE,Sparkasse Barnim Eberswalde
WELADED1GEK,Sparkasse Gelsenkirchen
HYVEDEMM480,UniCredit Bank-HypoVereinsbank
GENODE51ALS,VR Bank HessenLand
GENODEF1LUK,VR-Bank Fläming
HYVEDEMM478,UniCredit Bank-HypoVereinsbank
GENODES1HON,VR Bank Hohenneuffen-Teck
HELADEF1SAR,Kr Spk Saalfeld-Rudolstadt
MALADE51WOR,Sparkasse Worms-Alzey-Ried
GENODES1EBI,Volksbank Albstadt
GENODE51CRO,Cronbank
GENODEF1EUB,Volksbank Uelzen-Salzwedel
GENODE51MIC,Vereinigte VB RB
GENODEF1N08,Raiffbk Knoblauchsland
GENODED1HRB,Volksbank Heinsberg
SOLADES1KNZ,Sparkasse Bodensee
GENODEM1EWB,VB Elsen-Wewer-Borchen
GENODEF1PAT,Volksbank
GENODE61WIR,VR Bank Enz plus
GENODED1RST,VR-Bank Rhein-Sieg Siegburg
GENODES1NUE,VB Kirchheim-Nürtingen
HYVEDEMM432,UniCredit Bank-HypoVereinsbank
MALADE51MNZ,Sparkasse Mainz
SOLADES1KUN,Sparkasse Hohenlohekreis
GENODEF1WHO,VB Bramgau-Wittlage
HELADEF1WAK,Wartburg-Sparkasse
HELADEF1SON,Sparkasse Sonneberg
WELADED1ALK,Spk Attend-Lennest-Kirchhdm
DRESDEFF290,Commerzbank Bremen
GENODEF1SWR,Raiffbk Roth-Schwabach
NOLADE21HZB,Sparkasse Osterode am Harz
GENODEF1M08,Raiffbk München-Nord
HELADEF1ILK,Sparkasse Arnstadt-Ilmenau
GENODED1NLD,VR Bank Monheim am Rhein
GENODES1BIA,VB Beilstein-Ilsfeld-Abstat
