BIC,Name
WELADED1SLM,St Spk Schwelm
GENODES1VHN,Volksbank Heilbronn
HELADEF1FDS,Sparkasse Fulda
SKHRDE6WXXX,Sparkasse Hochrhein
WELADED1HEM,Spk Märkisches Sauerland
WELADED1UNN,Sparkasse UnnaKamen
WELADED1HRN,Herner Sparkasse
SOLSDE33XXX,St Spk Solingen
SKGIDE5FXXX,Sparkasse Gießen
GENODED1BGL,Bensberger Bank
SOLADES1SUW,Spk Südl Weinstr in Landau
WELADED1SOS,Sparkasse SoestWerl
GENODEF1HST,Pommersche Volksbank
GENODEF1HB2,Volksbank Bremen-Nord
WELADED1DEL,St Spk Delbrück
NOLADE21WAL,Kr Spk Fallingbostel
SOLADES1SIG,Ld Bk Kr Spk Sigmaringen
GENODEF1NIN,Volksbank Nienburg
INGDDEFFXXX,ING-DiBa Frankfurt am Main
GENODES1VOS,Volksbank Sulmtal
GENODEM1KIH,Vereinte Volksbank
HYVEDEMM407,UniCredit Bank-HypoVereinsbank
HYVEDEMM430,UniCredit Bank-HypoVereinsbank
NOLADE21HDL,Kreissparkasse Börde
GENODE61HD1,Heidelberger Volksbank
KRSADE55XXX,Kreissparkasse Saarlouis
WELADED1PLB,Ver Spk Plettenberg
VBPFDE66XXX,Volksbank Pforzheim
HYVEDEMM487,UniCredit Bank-HypoVereinsbank
GENODED1BNA,VB RheinAhrEifel
DRESDEFF440,Commerzbank Dortmund
GENODE61WNM,Volksbank Weinheim
WELADED1OPR,Spk Ostprignitz-Ruppin
GENODEF1SR1,Volksbank Straubing
GENODEM1BAU,Volksbank Baumberge
GENODEF1AB1,RV-Bank Aschaffenburg
GENODES1VBL,VR Laupheim-Illertal
GENODEF1SPL,Volksbank Süd-Emsland
GENODEF1GEM,Raiffbk Main-Spessart
GENODES1EHN,VR-Bank Ehningen-Nufringen
GENODES1LEO,Volksbank Leonberg-Strohgäu
GENODEF1FEC,Raiffbk Altdorf-Feucht
SOLADES1SHA,Sparkasse Schwäbisch Hall
DRESDEFF750,Commerzbank Regensburg
DRESDEFF240,Commerzbank Lüneburg
GENODEF1HMN,VB Südh.-Isenh.L.-Altm
GENODE61MA2,VR Bank Rhein-Neckar
DRESDEFF510,Commerzbank Wiesbaden
HELADEF1HER,Spk Bad Hersfeld-Rotenburg
HELADEF1ESW,Sparkasse Werra-Meißner
GENODE61BUC,Volksbank Franken Buchen
WELADED1KLE,Sparkasse Rhein-Maas
SOLADES1BHL,Sparkasse Bühl
NOLADE21HAL,Saalesparkasse Halle
WELADED1ERK,Kr Spk Heinsberg Erkelenz
AACSDE33,SPARKASSE AACHEN
AARBDE5W,AAREAL BANK AG
ABCADEFF   ,"ABC INTERNATIONAL BANK PLC, ZWEIGNIEDERLASSUNG FRANKFURT AM MAIN"
ABGRDEFF   ,"PIRAEUS BANK SA (FRANKFURT BRANCH),EX AGRICULTURALBANK OF GREECE SA"
ABKBDEB1,ALLGEMEINE BEAMTEN KASSE KREDITBANK AG
ABOCDEFF   ,AGRICULTURAL BANK OF CHINA FRANKFURT BRANCH
AGBMDEMM   ,AIRBUS GROUP BANK GMBH
AKBADES1,AKTIVBANK AKTIENGESELLSCHAFT
AKBCDE31,SANTANDER CONSUMER BANK AG (FORMERLY AKB BANK AG)
AKBKDEFF   ,AKBANK AG
AKFBDE31,AKF BANK GMBH AND CO KG
ALTEDEFA   ,ALTE LEIPZIGER BAUSPAR AG
ARABDEFF   ,EUROPE ARAB BANK PLC
AUDFDE21,AUDI BANK ZWEIGNIEDERLASSUNG DER VOLKSWAGEN BANK GMBH
AUGBDE77,AUGSBURGER AKTIENBANK AG
AUGSDE77,STADTSPARKASSE AUGSBURG
AUSKDEFF   ,AKA AUSFUHRKREDIT-GESELLSCHAFT MBH
AUZDDEM1,AUTOBANK AG-ZWEIGNIEDERLASSUNG DEUTSCHLAND
AXABDE31,AXA BANK AG
BAERDEF1,BANK JULIUS BEAR EUROPE AG
BANVDEHB   ,OLDENBURGISCHE LANDESBANK AG
BARCDEFF   ,BARCLAYS BANK PLC - FRANKFURT BRANCH
BARCDEHA   ,BARCLAYCARD BARCLAYS BANK PLC
BBKRDE6B,KREISSPARKASSE BOEBLINGEN
BBSPDE6K,DEUTSCHE BAUSPARKASSE BADENIA AKTIENGESELLSCHAFT
BBVADEFF   ,BANCO BILBAO VIZCAYA ARGENTARIA SA.
BCITDEFF   ,INTESA SANPAOLO S.P.A.-FRANKFURT
BCLSDE21,BANKHAUS C.L. SEELIGER KG
BCLSDE22,BANKHAUS C.L. SEELIGER
BCMADEFF   ,ATTIJARIWAFA BANK EUROPE GERMANY
BDWBDEMM   ,BAADER BANK AG
BEGODEHH   ,"JOH. BERENBERG,GOSSLER UND CO.KG"
BELADEBE   ,BERLINER SPARKASSE - LANDESBANK BERLIN AG
BEVODEBB   ,BERLINER VOLKSBANK EG
BFOMDE51,BANK FUER ORDEN UND MISSION
BFSWDE33,BANK FUER SOZIALWIRTSCHAFT AG
BFWODE71,BFW-BANK FUER WOHNUNGSWIRTSCHAFT
BHBADES1,BANKHAUS BAUER AG
BHFBDEFF   ,ODDO BHF AKTIENGESELLSCHAFT
BHLSDEMM   ,BANKHAUS LUDWIG SPERRER KG
BHLSDEM1,BANKHAUS LUDWIG SPERRER KG
BHWBDE2H,BHW BAUSPARKASSE
BHYPDEB1,BERLIN HYP AG
BHYPDEB2,BERLIN HYP AG
BILADE55,KREISSPARKASSE BIRKENFELD (BIRKENFELDER LANDESBANK)
BIWBDE33,FLATEX BANK AG
BKCHDEFF   ,BANK OF CHINA
BKMADE61,BANKHAUS E. MAYER AKTIENGESELLSCHAFT
BKMZDE51,BAUSPARKASSE MAINZ AKTIENGESELLSCHAFT
BMWBDEMU   ,BMW BANK GMBH
BMWBDEM1,BMW BANK GMBH
BNPADEFF   ,BNP PARIBAS S.A. NIEDERLASSUNG FRANKFURT AM MAIN
BNYMDEF1,BANK OF NEW YORK MELLON SA/NV
BOFADEFX   ,"BANK OF AMERICA, N.A."
BOFSDEB1,LLOYDS BANK GMBH
BOFSDEF1,LLOYDS BANK GMBH
BOTKDEDX   ,MUFG BANK (EUROPE) N.V. GERMANY BRANCH
BOURDEFF   ,COMDIRECT BANK AG UND GF ONVISTA BANK
BPKODEFF   ,PKO BANK POLSKI S.A. NIEDERLASSUNG DEUTSCHLAND
BPNDDE52,BANQUE PSA FINANCE S.A. NIEDERLASSUNG DEUTSCHLAND
BRASDEFF   ,BANCO DO BRASIL S.A.
BRLADE21LZO,LANDESSPARKASSE ZU OLDENBURG
BRLADE22,NORDDEUTSCHE LANDESBANK - GIROZENTRALE
BRUSDE66,SPARKASSE KRAICHGAU BRUCHSAL-BRETTEN-SINSHEIM
BSCHDEFF   ,BANCO SANTANDER S.A.
BSHADE71,BANK SCHILLING AND CO AKTIENGESELLSCHAFT
BSUIDEFF   ,CREDIT AGRICOLE CIB
BTVADE61,"BANK FUER TIROL UND VORARLBERG AKTIENGESELLSCHAFT, ZWEIGNIEDERLASSUNG"
BVDHDEMM   ,BANKHAUS VON DER HEYDT GMBH UND CO. KG
BVWBDE2W,NET-M PRIVATBANK 1891 AG
BYLADEMM   ,"BAYERISCHE LANDESBANK, MUENCHEN"
BYLADEM1TIR,SPARKASSE OBERPFALZ NORD
BYLADE77,"BAYERISCHE LANDESBANK,NUERNBERG BRANCH"
CAIXDEFF   ,"CAIXABANK, S.A., ZWEIGNIEDERLASSUNG DEUTSCHLAND"
CBSRDE71,CB BANK GMBH
CCBADE31,SANTANDER CONSUMER BANK
CHASDEFX   ,J.P.MORGAN AG
CHDBDEHH   ,DONNER AND REUSCHEL AKTIENGESELLSCHAFT
CHEKDE81,SPARKASSE CHEMNITZ
CITIDEFF   ,CITIGROUP GLOBAL MARKETS DEUTSCHLAND AG
CKVHDE21,CALENBERGER KREDITVEREIN CALENBERG-GOETTINGEN-GRUBENHAGEN-HILDESHEIM'S
CMCIDEDD   ,TARGOBANK AG
CMCIDEFF   ,BANQUE FEDERATIVE DU CREDIT MUTUEL (BFCM)
CMCIDEF1,BANQUE EUROPEENNE DU CREDIT MUTUEL
COBADEBB   ,COMMERZBANK AG
COBADEDD   ,COMMERZBANK AG
COBADEDH   ,"COMMERZBANK AG, WUPPERTAL (ZW.117)"
COBADEFF   ,COMMERZBANK AG
COBADEF1,COMMERZBANK AG
COBADEHD   ,COMDIRECT BANK AG
COBADEHH   ,COMMERZBANK AG
COKSDE33,KREISSPARKASSE KOELN
COLSDE33,SPARKASSE KOELNBONN (FORMER STADTSPARKASSE KOELN)
COMMDEFF   ,BANK OF COMMUNICATIONS CO. LTD FRANKFURT BRANCH
CPLADE55,TARGOBANK AG (FACTORINGGESCHAEFT)
CPLUDES1,CREDITPLUS BANK AKTIENGESELLSCHAFT
CRESDE55,CREDIT SUISSE (DEUTSCHLAND) AG
CSDBDE71,BNP PARIBAS S.A. NIEDERLASSUNG DEUTSCHLAND
CUABDED1,BANK11DIREKT GMBH
DAAEDEDD   ,DEUTSCHE APOTHEKER- UND AERZTEBANK
DAAEDED1050,DEUTSCHE APOTHEKER- UND AERZTEBANK
DABADEHH   ,DANSKE BANK
DABBDEMM   ,BNP PARIBAS S.A. NIEDERLASSUNG DEUTSCHLAND
DEBKDE51,DEBEKA BAUSPARKASSE AG
DEGUDEFF   ,DEGUSSA BANK GMBH
DEHYDE2H,DEUTSCHE HYPOTHEKENBANK AG
DEKTDE7G,DEUTSCHE HANDELSBANK AG
DEKTDE71,DEUTSCHE HANDELSBANK AG
DELBDE33,BETHMANN BANK AG
DEPDDEMM   ,VZ DEPOTBANK DEUTSCHLAND
DEUTDEBB   ,DEUTSCHE BANK AG
DEUTDEBR   ,DEUTSCHE BANK AG
DEUTDEDB   ,DB PRIVAT- UND FIRMENKUNDENBANK AG (DB PGK AG)
DEUTDEDD   ,DEUTSCHE BANK AG
DEUTDEDE   ,DEUTSCHE BANK AG
DEUTDEDK   ,DEUTSCHE BANK AG
DEUTDEDW   ,DEUTSCHE BANK AG
DEUTDEFF   ,DEUTSCHE BANK AG
DEUTDEHB   ,DEUTSCHE BANK AG
DEUTDEHH   ,DEUTSCHE BANK AG
DEUTDEMM   ,DEUTSCHE BANK AG
DEUTDESM   ,DEUTSCHE BANK AG
DEUTDESS   ,DEUTSCHE BANK AG
DEUTDE2H,DEUTSCHE BANK AG
DEUTDE3B,DEUTSCHE BANK AG
DEUTDE5M,DEUTSCHE BANK AG
DEUTDE5X,DEUTSCHE BANK EUROPE GMBH
DEUTDE6F,DEUTSCHE BANK AG
DEUTDE8C,DEUTSCHE BANK AG
DEUTDE8E,DEUTSCHE BANK AG
DEUTDE8L,DEUTSCHE BANK AG
DEUTDE8M,DEUTSCHE BANK AG
DGHYDEH1,DZ HYP AG
DGPBDE3M,VERBUNDVOLKSBANK OWL EG
DGZFDEFF   ,DEKABANK DEUTSCHE GIROZENTRALE FRANKFURT
DHBNDEDD   ,DEMIR HALK BANK NV GERMANY
DLFGDE51,DEUTSCHE LEASING FINANCE GMBH
DLGHDEB1,EUROCITY BANK AG
DNBADEHX   ,"DNB BANK ASA, FILIALE DEUTSCHLAND"
DOBADEF1,VTB BANK (EUROPE) SE
DORTDE33,SPARKASSE DORTMUND
DRBKDEH1,start:bausparkasse AG
DRESDEFF   ,COMMERZBANK AG (FORMERLY DRESDNER BANK AG)
DTABDED1,KFW
DUISDE33,SPARKASSE DUISBURG
DUSSDEDD   ,STADTSPARKASSE DUESSELDORF
DVKBDEFF   ,DVB BANK SE
DXIADEBB   ,LANDESBANK HESSEN-THUERINGEN GIROZENTRALE
DXIADEB2COV,LANDESBANK HESSEN-THUERINGEN GIROZENTRALE
DZBMDEF1,DZB BANK GMBH
EBSGDEMX   ,EUROPEAN BANK FOR FINANCIAL SERVICES GMBH (EBASE)
ECBKDE21,AUTO EUROPA BANK GMBH
EDEKDEHH   ,EDEKABANK AG
EIEGDEB1,EIS EINLAGENSICHERUNGSBANK GMBH
EIHBDEHH   ,EUROPAEISCH-IRANISCHE HANDELSBANK AG
ELGEDES1,BANKHAUS ELLWANGER AND GEIGER KG
ERFBDE8E,ERFURTER BANK EG
ESBKDEFF   ,DenizBank Aktiengesellschaft
ESSEDEFF   ,SEB AG SEB MERCHANT BANKING
ESSEDE5F,DSK HYP AG
ESSLDE66,KREISSPARKASSE ESSLINGEN-NUERTINGEN
ETRIDE31,ETRIS BANK
FAITDE66,BANKHAUS J. FAISST OHG
FBGADEF1,FRANKFURTER BANKGESELLSCHAFT AG
FBHLDEFF   ,CREDIT EUROPE BANK N.V. NIEDERLASSUNG DEUTSCHLAND
FDBADE3K,"FORD BANK, NIEDERLASSUNG DER FCE BANK PLC"
FDBADE8F,FORD BANK GMBH
FDDODEMM   ,FIDOR BANK AG
FFBKDEFFKRN,FIL FONDSBANK GMBH
FFBKDEFFTHK,FIL FONDSBANK GMBH
FFVBDEFF   ,FRANKFURTER VOLKSBANK EG
FLESDEMM   ,BANKHAUS MAX FLESSA KG
FLGMDE77,BANKHAUS OBOTRITIA GMBH
FMBKDEMM   ,CACEIS BANK DEUTSCHLAND GMBH
FODBDE77,"FONDSDEPOT BANK GMBH, HOF (SAALE)"
FORTDEH4,OLDENBURGISCHE LANDESBANK AG
FRSDDEF1,FRANKFURTER SPARKASSE GF 1822DIREKT
FRSPDE66,SPARKASSE FREIBURG-NOERDLICHER BREISGAU
FTSBDEFA   ,ABN AMRO BANK N.V.GERMAN BRANCH(FORMELY KNOWN AS FORTIS BANK (NEDERLAN
FUBKDE71,FUERST FUGGER PRIVATBANK AKTIENGESELLSCHAFT
FUCEDE77,FUERSTLICH CASTELL'SCHE BANK CREDIT-CASSE AG
GABLDE71,GABLER-SALITER BANKGESCHAEFT AG
GAKDDEM1,ST. GALLER KANTONALBANK DEUTSCHLAND AG
GEBADE33,BNP PARIBAS FORTIS SA/NV NIEDERLASSUNG DEUTSCHLAND
GENODEDD   ,DZ BANK AG DUESSELDORF
GENODED1AAS,VOLKSBANK AACHEN SUED EG
GENODED1AEG,SPAR- UND DARLEHNSKASSE AEGIDIENBERG EG
GENODED1AEZ,VOLKSBANK IM WESERTAL EG
GENODED1AHO,SPAR-UND DARLEHNSKASSE HOENGEN EG
GENODED1ALD,RAIFFEISENBANK EG
GENODED1BBE,BANK IM BISTUM ESSEN EG
GENODED1BIT,VOLKSBANK EIFEL EG
GENODED1BPU,RAIFFEISENBANK ZELLER LAND EG
GENODED1BRH,VOLKSBANK RHEIN-ERFT KOELN EG
GENODED1BRL,BRUHLER BANK EG
GENODED1CGN,KOELNER BANK
GENODED1CVW,VOLKSBANK IM BERGISCHEN LAND EG
GENODED1DKD,BANK FUER KIRCHE UND DIAKONIE EG-KD-BANK
GENODED1DLK,VOLKSBANK DINSLAKEN EG
GENODED1DNE,VOLKSBANK DUESSELDORF NEUSS EG
GENODED1EGY,RAIFFEISENBANK GYMNICH EG
GENODED1EHE,VOLKSBANK ERKELENZ EG
GENODED1ERE,VOLKSBANK ERFT EG
GENODED1ERF,RAIFFEISENBANK ERFTSTADT EG
GENODED1EVB,VOLKSBANK EUSKIRCHEN EG
GENODED1FFS,FFS BANK GMBH
GENODED1FIN,RAIFFEISENBANK 'NAHE' EG
GENODED1FKH,RAIFFEISENBANK FISCHENICH-KENDENICH EG
GENODED1GBM,GLADBACHER BANK AG VON 1922
GENODED1GBS,VOLKSBANK GEBHARDSHAIN EG
GENODED1GDL,VOLKSBANK AN DER NIERS EG
GENODED1GKK,VOLKSBANK GEMUEND-KALL EG
GENODED1GLK,RAIFFEISENBANK EG
GENODED1GRB,RAIFFEISENBANK GREVENBROICH
GENODED1GRO,RAIFFEISENBANK GRAFSCHAFT-WACHTBERG EG
GENODED1HAW,VOLKSBANK HAAREN EG
GENODED1HCK,VR-BANK RUR-WURM EG
GENODED1HER,VOLKSBANK HERMESKEIL
GENODED1HMB,VOLKSBANK HEIMBACH EG
GENODED1HNB,HEINSBERGER VOLKSBANK
GENODED1HWM,VOLKSBANK HOCHWALD-SAARBURG EG
GENODED1IMM,VR-BANK RUR-WURM EG
GENODED1IRR,RAIFFEISENBANK IRREL EG
GENODED1JUK,RAIFFEISENBANK JUNKERSDORF EG
GENODED1KAA,RAIFFEISENBANK KAARST EG
GENODED1KAI,RAIFFEISENBANK EIFELTOR EG
GENODED1KBN,"VOLKSBANK BRUEGGEN-NETTETAL EG, ZNDL DER VOLKSBANKKREFELD EG"
GENODED1KDB,BANK FUER KIRCHE UND DIAKONIE EG-KD-BANK GF SONDER-BLZ
GENODED1KDD,BANK FUER KIRCHE UND DIAKONIE EG-KD-BANK GF SONDER-BLZ
GENODED1KDM,BANK FUER KIRCHE UND DIAKONIE EG-KD-BANK GF SONDER-BLZ
GENODED1KEH,RAIFFEISENBANK KEHRIG EG
GENODED1KHK,VOLKSBANK HUNSRUECK-NAHE EG
GENODED1KHO,RAIFFEISENBANK VON 1895 EG
GENODED1KLL,VOLKSBANK KLEVERLAND EG
GENODED1KMP,VOLKSBANK KEMPEN-GREFRATH EG
GENODED1KNL,VOLKSBANK KOELN-NORD EG
GENODED1KSL,RAIFFEISENBANK KASTELLAUN EG
GENODED1LOE,RAIFFEISENBANK ERKELENZ EG
GENODED1LUH,RAIFFEISENBANK EIFELTOR EG
GENODED1MBA,VR-BANK HUNSRUECK-MOSEL EG
GENODED1MKA,VOLKSBANK MUELHEIM-KAERLICH EG
GENODED1MLW,RAIFFEISENBANK MEHRING-LEIWEN EG
GENODED1MNH,RAIFFEISENBANK RHEIN-BERG EG
GENODED1MOK,RAIFFEISENBANK MOSELKRAMPEN EG
GENODED1MPO,VR BANK RHEIN-MOSEL EG
GENODED1MRW,RAIFFEISENBANK MITTELRHEIN EG
GENODED1MUC,RAIFFEISENBANK MUCH-RUPPICHTEROTH EG
GENODED1NBL,RAIFFEISENBANK NEUERBURG-LAND EG
GENODED1NFB,RAIFFEISENBANK EG
GENODED1NKR,VOLKSBANK SCHWALMTAL EG
GENODED1NSS,VOLKSBANK DUESSELDORF NEUSS
GENODED1OSE,RAIFFEISENBANK OESTLICHE SUEDEIFEL EG
GENODED1PAF,VR-BANK EG BERGISCH GLADBACH-LEVERKUSEN
GENODED1PAX,PAX-BANK EG
GENODED1PA1,PAX-BANK EG
GENODED1PA2,PAX-BANK EG
GENODED1PA3,PAX-BANK EG
GENODED1PA4,PAX-BANK EG
GENODED1PA5,PAX-BANK EG
GENODED1PA6,PAX-BANK EG
GENODED1PA7,"PAX-BANK EG, GF MHD"
GENODED1PRU,VOLKSBANK EIFEL MITTE EG
GENODED1RBO,VOLKSBANK RHEINBOELLEN EG
GENODED1RKI,RITTERSCHAFTLICHES KREDITINSTITUT
GENODED1RKO,VOLKSBANK BERG EG
GENODED1RSC,RAIFFEISEN-BANK ESCHWEILER EG
GENODED1RWL,VR-BANK EG BERGISCH GLADBACH-LEVERKUSEN
GENODED1SAM,RAIFFEISENBANK SANKT AUGUSTIN EG
GENODED1SEG,RAIFFEISENBANK EG HEINSBERG
GENODED1SLE,VR-BANK NORDEIFEL EG
GENODED1SMR,RAIFFEISENBANK EG
GENODED1SPE,SPARDA-BANK WEST EG
GENODED1SPK,SPARDA-BANK WEST EG
GENODED1SPW,SPARDA-BANK WEST EG
GENODED1SRB,VOLKSBANK SAARBURG EG
GENODED1SRH,RAIFFEISENBANK STRASSENHAUS EG
GENODED1STB,STEYLER BANK
GENODED1TVB,VOLKSBANK TRIER EG
GENODED1UMO,RAIFFEISENBANK UNTERMOSEL EG
GENODED1WLG,RAIFFEISENBANK WELLING EG
GENODED1WND,ROSBACHER RAIFFEISENBANK EG
GENODED1WPF,VOLKSBANK WIPPERFUERTH-LINDLAR EG
GENODED1WSC,RAIFFEISENBANK WESTEIFEL EG
GENODED1WSL,RAIFFEISENBANK WESSELING EG
GENODED1WTL,VEREINIGTE VOLKSBANK RAIFFEISENBANK EG
GENODED1WUR,VR-BANK EG
GENODED1WVI,VOLKSBANK WACHTBERG EG
GENODEFF   ,DZ BANK AG DEUTSCHE ZENTRAL GENOSSENSCHAFTSBANK
GENODEF1ABS,RAIFFEISENBANK KREIS KELHEIM EG
GENODEF1AB2,RAIFFEISEN-VOLKSBANK ASCHAFFENBURG EG
GENODEF1ADE,VOLKSBANK EG ADELEBSEN
GENODEF1ADZ,RAIFFEISENBANK ADELZHAUSEN EG
GENODEF1AGE,RAIFFEISENBANK ANGER EG
GENODEF1AIB,RAIFFEISENBANK MANGFALLTAL EG
GENODEF1AIG,RAIFFEISENBANK AIGLSBACH EG
GENODEF1AIL,RAIFFEISENBANK AINDLING EG
GENODEF1AIT,RAIFFEISENBANK AITRANG-RUDERATSHOFEN
GENODEF1ALH,BANKVEREIN BEBRA ZW EG
GENODEF1ALX,RAIFFEISENBANK ALXING-BRUCK EG
GENODEF1AMV,VOLKSBANK-RAIFFEISENBANK AMBERG EG
GENODEF1ANK,VOLKSBANK VORPOMMERN EG
GENODEF1AOE,VR MEINE RAIFFEISENBANK EG
GENODEF1APE,VOLKSBANK GEEST EG
GENODEF1ARF,RAIFFEISENBANK ARNSTORF EG
GENODEF1ARH,RAIFFEISENBANK ARESING-HOERZHAUSEN EG
GENODEF1ASG,RAIFFEISEN-VOLKSBANK EBERSBERG EG
GENODEF1AST,VOLKSBANK EG AHLERSTEDT
GENODEF1ASU,RAIFFEISENBANK ASCHAU-SAMERBERG EG
GENODEF1ATE,VR-BANK SCHWEINFURT EG
GENODEF1AUO,RAIFFEISENBANK AUERBACH-FREIHUNG EG
GENODEF1AUS,RAIFFEISENBANK SONNENWALD EG
GENODEF1AZR,RAIFFEISENBANK AUMA-ZEULENRODA EG
GENODEF1BAG,RAIFFEISEN-VOLKSBANK ASCHAFFENBURG EG
GENODEF1BAM,VOLKSBANK BAKUM EG
GENODEF1BAR,VOLKSBANK RAIFFEISENBANK EG
GENODEF1BBG,VOLKSBANK BERNBURG EG
GENODEF1BBH,VOLKSBANK OBERGRAFSCHAFT EG
GENODEF1BBR,VR BANK IN HOLSTEIN EG
GENODEF1BBT,RAIFFEISENBANK MITTELSCHWABEN EG
GENODEF1BCH,RAIFFEISENBANK BUECHEN EG
GENODEF1BCK,VOLKSBANK IN SCHAUMBURG EG
GENODEF1BEB,BANKVEREIN BEBRA EG
GENODEF1BEH,RAIFFEISENBANK BECHHOFEN EG
GENODEF1BEV,VOLKSBANK EG BREMERHAVEN-CUXLAND
GENODEF1BFS,BANK FUER SCHIFFAHRT
GENODEF1BGB,RAIFFEISENBANK BURGEBRACH-STEGAURACH EG
GENODEF1BGL,VOLKSBANK RAIFFEISENBANK OBERBAYERN SUEDOST EG
GENODEF1BGO,RAIFFEISENBANK BERG-BAD STEBEN EG
GENODEF1BHD,RAIFFEISENBANK BUETTHARD-GAUKOENIGSHOFEN EG
GENODEF1BHN,RAIFFEISENBANK BURGHAUN EG
GENODEF1BIB,RAIFFEISENBANK NORDSPESSART EG
GENODEF1BIN,RAIFFEISENBANK BIDINGEN EG
GENODEF1BIR,VR BANK FULDA EG
GENODEF1BKO,RAIFFEISENBANK BRUCHKOEBEL EG
GENODEF1BKW,RAIFFEISEN-VOLKSBANK ODER-SPREE EG
GENODEF1BLF,VR BANK MITTLERE OBERPFALZ
GENODEF1BLG,VOLKSBANK BRAUNLAGE EG
GENODEF1BLN,RAIFFEISENBANK BEILNGRIES EG
GENODEF1BLO,RAIFFEISENBANK PFAFFENHAUSEN EG
GENODEF1BLT,RAIFFEISENBANK SCHWABEN MITTE
GENODEF1BNT,VOLKSBANK DIEPHOLZ-BARNSTORF EG
GENODEF1BOA,VR BANK LEIPZIGER LAND EG
GENODEF1BOG,VOLKSBANK NORDHUEMMLING EG
GENODEF1BOH,VOLKSBANK BOERSSUM-HORNBURG EG
GENODEF1BOO,RAIFFEISENBANK EG KLEIN KUMMERFELD
GENODEF1BOR,RAIFFEISENBANK EG BORKEN
GENODEF1BOW,VOLKSBANK BORTFELD
GENODEF1BRB,BRANDENBURGER BANK VOLKSBANK RAIFFEISEN BANK EG
GENODEF1BRG,VOLKSBANK JERICHOWER LAND EG
GENODEF1BRN,RAIFFEISENBANK WESERMARSCH-SUED EG
GENODEF1BRV,VOLKSBANK GEESTE-NORD EG
GENODEF1BSB,BANK FUER SCHIFFAHRT EG
GENODEF1BSD,BANK FUER SCHIFFAHRT EG
GENODEF1BSI,RAIFFEISENBANK BISSINGEN EG
GENODEF1BSL,VOLKSBANK BOESEL EG
GENODEF1BST,VEREINIGTE RAIFFEISENBANK BURGSTAEDT EG
GENODEF1BTA,RAIFFEISENBANK EG
GENODEF1BTO,RAIFFEISENBANK OBERFERRIEDEN-BURGTHANN EG
GENODEF1BT1,VOLKSBANK-RAIFFEISENBANK BAYREUTH EG
GENODEF1BUK,RAIFFEISENBANK BRUCK EG
GENODEF1BUM,RAIFFEISENBANK BUTTENHEIM EG
GENODEF1BUR,RAIFFEISENBANK LANGENSCHWARZ -ALT-
GENODEF1BUT,RAIFFEISENBANK BUTJADINGEN-ABBEHAUSEN EG
GENODEF1BVB,BVB VOLKSBANK NDL D FRANKFURTER VOLKSBANK
GENODEF1BVO,VOLKSBANK EG OSTERHOLZ-SCHARMBECK
GENODEF1BWI,RAIFFEISENBANK UNTERES ZUSAMTAL EG
GENODEF1BZS,RAIFFEISENBANK THANNHAUSEN EG
GENODEF1BZV,VOLKSBANK BAUTZEN EG
GENODEF1CAL,RAIFFEISENBANK EG CALDEN
GENODEF1CHA,RAIFFEISENBANK CHAMER LAND EG
GENODEF1CLP,VR-BANK IN SUEDOLDENBURG EG
GENODEF1CLZ,VOLKSBANK CLENZE-HITZACKER EG
GENODEF1COP,VOLKSBANK IM WESERTAL EG
GENODEF1COS,VR-BANK COBURG EG
GENODEF1DAB,VOLKSBANK BLECKEDE-DAHLENBURG EG
GENODEF1DAM,VOLKSBANK DAMMER BERGE EG
GENODEF1DBR,RAIFFEISENBANK BAD DOBERAN EG
GENODEF1DEG,RAIFFEISENBANK DEGGENDORF-PLATTLING-SONNENWALD
GENODEF1DES,VOLKS- UND RAIFFEISENBANK LEINEBERGLAND
GENODEF1DFK,RAIFFEISENBANK ASCHBERG EG
GENODEF1DGF,VOLKSBANK-RAIFFEISENBANK DINGOLFING EG
GENODEF1DIB,RAIFFEISENBANK BAUMGARTEN-NOEHAM EG
GENODEF1DIH,RAIFFEISENBANK DIETENHOFEN EG
GENODEF1DIK,VR BANK DINKLAGE-STEINFELD EG
GENODEF1DIM,RAIFFEISENBANK DIETERSHEIM UND UMGEBUNG EG
GENODEF1DKV,VR-BANK FEUCHTWANGEN-DINKELSBUEHL EG
GENODEF1DLG,RAIFFEISEN-VOLKSBANK DILLINGEN EG
GENODEF1DL1,VR-BANK MITTELSACHSEN EG
GENODEF1DM1,VOLKSBANK DEMMIN EG
GENODEF1DON,RAIFFEISEN-VOLKSBANK DONAUWOERTH EG
GENODEF1DRA,VR-BANK IN SUEDNIEDERSACHSEN EG
GENODEF1DRO,VOLKSBANK KEHDINGEN EG
GENODEF1DRP,EMSLAENDISCHE VOLKSBANK EG MEPPEN
GENODEF1DSB,RAIFFEISENBANK UEHLFELD-DACHSBACH EG
GENODEF1DST,RAIFFEISENBANK OBERPFALZ SUED EG
GENODEF1DS1,VOLKSBANK DESSAU-ANHALT EG
GENODEF1DTL,VOLKSBANK WILDESHAUSER GEEST EG
GENODEF1DTT,RAIFFEISEN-VOLKSBANK EG
GENODEF1DTZ,RAIFFEISENBANK TOELZER LAND EG
GENODEF1DUD,VR-BANK MITTE EG
GENODEF1DVR,DITHMARSCHER VOLKS- UND RAIFFEISENBANK EG
GENODEF1DZ1,VOLKSBANK DELITZSCH EG
GENODEF1EAU,RAIFFEISENBANK ELSAVATAL EG
